y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
-0.560475647,-0.995798725,-0.511603722,-0.150307478,0.196549777,-0.494173879,-0.699228106,-1.618036703,0.511000395,1.931575941,2.37072522,0.267790437,-0.15062996,-1.41006994,-0.91006117,-1.353848867,-1.092175035,0.716672136,0.278222422,2.027910863,-0.83629674
-0.230177489,-1.039955044,0.236937879,-0.327757133,0.650113189,1.127593466,0.99645153,0.379181152,1.807992778,-0.616474652,-0.166811957,-0.399360882,0.800940558,-1.72126497,0.280662668,-0.579377252,-1.337541855,-0.28350147,-1.602537734,-1.494749701,-0.220572993
1.558708314,-0.017980241,-0.541589172,-1.44816529,0.671004188,-1.146949549,-0.692745354,1.902250481,-1.70261496,-0.562567479,0.926961395,0.276883825,-1.186717848,0.665444917,-1.035670397,-0.861044198,1.109241968,-1.135463696,-0.320899533,-1.572949161,-2.103514767
0.070508391,-0.132175133,1.219227647,-0.697284585,-1.284157765,1.481018597,-0.103483047,0.601874267,0.287448759,-0.989963125,-0.568151748,-1.233673407,0.430636364,-0.430806718,0.273048744,0.972678342,0.810701492,-0.63281661,-1.226114149,-0.300212282,-1.667807543
0.129287735,-2.549342775,0.174135875,2.598490232,-2.026109583,0.916191212,0.603866064,1.7323497,-0.269114155,2.731227596,0.225090081,0.753574919,0.216747094,-0.329038719,0.53779815,0.619145771,-0.875981344,1.351161246,-0.776657579,-0.764373489,-1.097962858
1.715064987,1.040573456,-0.615268316,-0.037415014,2.205326064,0.335131017,-0.608044983,-0.146869553,-0.379524721,-0.721666217,1.131985906,0.289261021,0.961292346,1.563309466,0.500393176,1.385445672,0.207094332,-1.967846485,0.087776355,-1.116157122,-1.665621206
0.460916206,0.249725736,-1.806892964,0.91349189,0.23138993,0.574675328,0.084866121,-0.272868241,-0.694381544,1.333504921,1.380481535,0.675136077,-1.55656431,-2.595873535,1.877290404,-1.48727037,-0.296095927,0.690127318,-0.45071046,2.58654646,-0.049500629
-1.265061235,2.416207373,-0.643681106,-0.184526498,0.37564226,0.203619662,1.577990199,1.147489612,-0.193542724,-1.220008057,-0.232803414,-0.775135104,0.544843926,-0.942469685,-0.546623631,0.639192676,0.823779941,1.177405443,0.316111331,-0.942218563,1.559302926
-0.686852852,0.685198238,2.046018852,0.609824296,-1.192968518,-0.447041192,-0.463653744,0.50539967,0.936893992,1.401776296,-1.600643327,-1.009899234,0.327768822,-0.051621516,0.208316112,0.374734873,-0.630792272,1.160113026,2.406068177,1.194873128,-0.40462394
-0.44566197,-0.446959309,-0.560762421,-0.052726809,1.132549842,-0.343525928,-1.158527006,0.801037475,-0.8220711,0.332223377,-0.298369177,-1.636558763,-0.488809233,0.638954546,-0.646145902,0.370187867,-1.038315229,0.635575141,1.308126897,1.427165982,0.7860261
1.224081797,2.797391147,-0.835999306,1.363921956,1.839476795,-0.603835796,0.723685641,-0.135261292,-0.310246581,-0.818473974,-0.275624083,-0.597320775,0.124061213,1.029142339,0.421790237,0.631771098,1.648480536,-1.596151984,-1.037791295,-0.478742111,0.739129162
0.359813827,2.832226024,0.652947503,-0.503633417,1.527870105,1.238672518,-0.784540661,-0.047630325,0.421160321,0.307817189,-0.030325573,-0.825307645,-0.37393812,1.380982379,0.038697291,-1.510606385,0.434632226,-0.163100884,1.039967308,0.641961016,1.037105391
0.400771451,-1.218711816,0.441293125,-1.709060169,-2.023627023,0.599492053,-0.268400026,0.25010268,0.452656407,1.133650634,1.089346021,0.106474516,1.669646748,0.253639999,-0.325940455,0.573412811,0.134051809,-1.443240213,-0.091751908,-1.701048435,-1.133709423
0.110682716,0.469031956,0.751629057,0.898549683,-1.040507999,-0.108733758,0.507799266,0.043554365,1.748381565,0.932778906,-1.00542176,-0.217414376,0.304418251,0.564873925,1.927296573,-0.187477986,1.539314128,-0.631247704,-0.073077259,-0.403866131,-1.205309814
-0.555841135,-0.211246919,-0.277975085,-0.237734026,0.097791602,-1.138856965,0.461331004,0.791445649,-0.300061536,0.22410131,-1.632536255,0.492462767,-0.129661251,0.56784119,-1.280637127,0.160333504,-0.447468477,0.158378344,0.460347006,-0.552259229,1.66870572
1.786913137,0.187051147,1.122654216,1.463407581,0.696840799,0.319855339,1.179449586,-0.367948182,-0.176532718,-0.41781,0.773542445,0.605719059,-0.061405605,1.283028242,-0.849554275,-0.37612427,0.665779047,0.356961699,-0.355176914,0.490386962,1.536157933
0.497850478,0.227542729,-1.17260886,0.124378266,-0.543888517,-1.006548134,-0.679396333,-0.920185437,-1.782023773,-1.650331336,-0.028208323,0.007452784,-0.604183706,0.147752799,-1.04706256,0.723492228,-0.822972409,1.180655368,-0.386784191,1.411266146,-0.096933355
-1.966617157,-1.261900463,-0.048876768,1.453740844,-0.858549302,-0.851612043,-0.31861157,1.479585537,1.312015475,-0.979387906,0.35626109,0.73143302,0.269262248,0.524539167,2.100482365,0.960404033,-0.467313228,0.095019892,-0.606660439,-1.369847705,0.132773689
0.701355902,0.28558958,-0.704140337,0.35022696,0.229785936,2.038786045,-0.658019294,-0.737856205,0.730840343,-1.107825375,-1.326993117,1.317020941,-0.968583133,0.01961345,0.285218529,-0.205747355,1.410157837,-0.05536987,0.159619133,1.48225269,-0.526240659
-0.472791408,1.749247363,0.680758638,-0.34902548,-0.942643152,-1.395982224,-0.16261598,0.288344273,0.992333739,0.610910499,-0.704537496,0.616626397,0.190657518,0.585404405,0.791185214,0.256161252,-0.801738676,-0.154673086,-1.021270917,1.805562115,-1.264277158
-1.067823706,-0.164090004,0.130006761,0.725598608,2.043504302,-0.882994997,1.98934912,-1.86080985,-0.999500054,-0.427799008,-0.220218526,0.994443039,-1.865973261,0.985036967,0.905671114,1.638571111,0.573845213,-0.044665977,0.760567769,-0.312064461,0.785251553
-0.217974915,-0.162926711,1.109708082,-0.45923843,-1.8254954,-0.58080613,-0.061051941,-0.643701924,1.523707891,0.493082448,2.093287659,1.475298937,-0.291141881,-0.003692337,-0.270472689,-2.123697313,-0.941405986,-1.030945557,0.721173646,-1.567617977,-1.488679237
-1.026004448,1.398572006,2.058500869,1.684759231,0.508792207,-0.595755687,-0.027809984,2.421380114,-0.693509177,0.770204909,1.73047495,0.339493889,1.105309777,-0.581377377,-0.467239668,0.08778464,0.969487152,-2.207100707,0.004512612,0.54510481,-0.424456921
-0.728891229,0.898396241,0.140655532,0.146584017,-1.996327207,-1.125525382,0.511525893,0.091472416,1.508263411,0.885916485,0.035813549,-0.04420799,-0.408348811,-1.083142296,0.438127211,1.770592974,0.538828275,-1.547574417,0.521062541,0.102749179,-1.366833101
-0.625039268,-1.648494818,-0.534616652,-2.029857093,-0.494322917,-0.187725489,-1.216753383,0.816441113,-0.039081734,1.837701513,1.064929922,0.527617554,0.66964531,-1.258452661,1.278225597,-0.399193233,-1.747003862,0.870084257,-0.083516638,-0.790815712,0.808757744
-1.686693311,0.228556973,-0.823516727,-0.47217008,1.484337284,-1.038042043,0.953601027,0.543143182,0.577906574,-0.402359266,-0.567781698,0.469960398,2.065289238,-1.124227065,-2.503236298,-0.8160865,-1.642412204,1.885456431,0.645753486,1.890595731,-1.858185674
0.837787044,1.653547235,-0.263033982,-1.632371927,1.121768574,1.342460547,-0.058364045,-1.419707181,0.147944853,-0.319757284,-0.377441252,0.127009596,1.026631089,-0.025249424,1.229489072,0.208301902,0.776559643,-0.63363594,1.45355119,-0.722244668,-1.044066699
0.153373118,1.41527635,-0.069601836,-2.178355306,-1.399860648,0.123512925,-0.704946172,0.859360465,-0.842474253,-0.688717207,-0.089194277,-0.604434608,0.638331846,-1.262504907,-0.474453414,-0.843622778,-0.961592144,-0.453467435,-1.630973534,0.222712297,0.13813055
-1.138136937,0.419951604,1.991801915,0.059208651,-1.476098036,0.85814779,0.374315822,-1.021692066,-0.160803585,1.32108027,-1.417292532,0.596818586,0.779955035,-2.866559133,-0.555631344,-1.644693974,0.967637177,-0.23268889,-0.256965765,0.429685275,0.804944852
1.253814921,0.721220807,-1.129109543,0.647860637,0.05810584,-1.405427923,-0.183167317,0.712890392,-0.529824792,-0.42382851,-0.007316742,-0.828977736,-1.365339519,1.643598947,0.477039442,-0.500530567,-2.150708712,0.714488212,0.447796765,-1.516746663,-1.940881586
0.426464221,-1.196935212,-1.093217437,-0.761426889,-0.952976639,-0.014457097,-0.15161477,-1.20561425,-1.020782964,-0.056743936,0.232891077,-0.595158479,-0.919635582,1.082627436,0.690687616,-2.3193332,2.567570295,-0.968767111,-0.976446295,1.462320067,1.649765938
-0.295071483,0.300131567,-0.40796669,-1.328842326,0.405770115,0.545575681,-0.114874639,-0.031559204,-0.141966124,-0.605719207,-1.118880277,-0.269232755,2.038493869,0.007252848,1.269762735,-0.924578641,-0.169523098,-0.80299753,-0.535291575,1.854243596,1.356003718
0.895125661,-0.954448935,0.587559463,-0.602030747,-0.983938484,0.098112089,1.547205214,0.530265025,-0.887172892,-0.256515519,-1.470180108,-0.729029464,-0.526828809,0.325580279,0.568035925,0.370402753,0.72940148,-0.33539667,-0.23962848,0.553568886,0.823017114
0.878133488,-0.458018068,0.82111186,-1.550525272,-1.610123016,0.017596629,-0.552909865,-0.326084831,-0.018789446,0.301264289,3.035184676,-0.254065402,1.142080135,0.082009571,1.254072122,0.742558936,-1.156024949,0.694615616,1.113210708,1.174941073,0.315566708
0.821581082,0.935603684,-0.907934699,0.703001795,-0.430168768,-1.03428012,0.954259677,-0.144725349,0.183730179,-0.938623287,-0.476539833,2.366354171,0.485492825,0.300555921,0.272941046,-0.003008979,1.423149379,1.317289606,0.059150223,-0.590425061,-0.344825582
0.688640254,-1.136893112,0.127038606,0.574503005,-1.224210633,-0.62871713,0.164420107,0.572953053,0.717668906,0.942810451,0.451313004,0.95252842,-1.297571374,-0.204049551,0.595424748,-0.086643237,0.511069902,-0.012350984,-1.711099392,-0.298886856,0.039449141
0.553917654,0.266918251,-0.042892978,-1.59529151,1.086641967,-0.404901407,-0.277725411,0.720223826,-0.849989232,-1.172160649,-0.517409129,-0.762143201,0.732456439,0.701710574,0.426076599,-0.09100042,-0.418376771,0.488292813,0.655133755,0.557080776,-0.532683357
-0.061911711,0.428332039,1.19520647,-0.624068862,-0.33480558,-0.802371216,-0.644419619,1.517888125,0.674089942,0.851867379,1.549425023,2.604532023,-0.521015837,0.669385076,-0.89516911,0.533516822,-3.125199184,-1.237657258,0.024878141,0.316999049,-0.156419388
-0.305962664,0.05491197,1.089192237,1.047216055,-0.037840704,0.763807156,-0.36710601,2.824718764,0.004654314,-0.682883965,-0.375973966,-0.611651344,-0.446028623,2.017409487,-0.578745137,-1.534859896,-0.762311509,-0.765448985,-0.224189443,-0.813321885,1.254641391
-0.380471001,1.822188822,-0.312280694,-0.168059235,1.38059133,1.759612936,-0.275913324,-0.11273843,-0.360151776,-0.909865161,0.464418487,0.220487395,-0.555405845,0.736558777,0.166338017,-0.330945904,-0.257821876,-1.446663639,0.085847138,0.068075214,-0.497094084
-0.694706979,-1.022347329,0.045993767,0.009515892,1.857821242,1.315180082,1.090621504,1.32946118,1.117841896,1.155199009,0.749278153,1.25888767,1.01351021,2.346958025,-1.17233253,0.850605108,-0.931162513,-1.152792994,0.077971836,1.238082907,-0.687852291
-0.207917278,0.606130261,0.652722613,0.417240224,-0.052950218,0.422840229,-0.781372921,0.692659115,0.247223611,-0.01274124,-0.536598334,1.164564941,0.760511005,0.843500091,0.516568512,-0.559240368,0.470303483,-1.466331334,0.712713714,-0.723669123,0.682967977
-1.265396352,-0.088930567,-1.653492637,0.626834197,0.333336201,-0.11830769,1.643323734,0.06994386,-0.788550547,0.214527565,-0.633883149,1.042197185,0.515606076,1.717708395,0.558095866,-1.103369173,-2.370931453,1.002648346,-1.859752401,-0.50202207,-1.418953445
2.168955965,-0.260832244,-0.310270965,1.206243139,1.309097682,0.576005728,-0.170785226,-0.052837844,-1.267879228,1.414120609,1.065397248,-0.850146832,0.70377235,0.470769583,0.270929372,0.166110426,0.133667396,-0.468288343,-0.317157608,-1.099934018,0.010309872
1.207961998,0.464091234,0.574872884,0.772565369,-0.174462245,-0.788614207,-0.65364191,-0.99660159,0.341368107,0.772212683,1.322708444,-1.346766115,-1.870580318,0.104437506,0.618172711,0.447000507,-0.755026403,0.367563205,-2.264699204,0.755254846,0.827257565
-1.123108583,-1.020400591,-0.523232154,-1.377567064,-1.043625865,0.264917112,-0.707909531,0.991033942,-0.758012201,-0.081848095,0.218300624,1.411007538,-0.042622472,0.403619743,0.593489875,0.29183997,-0.002479146,0.43108146,-0.106880106,-0.811696875,0.654021218
-0.402884835,-1.313450917,-0.059918201,-0.362426925,0.994200366,0.166466198,0.188105486,1.037041356,1.808070112,-0.950814613,-1.257584723,-0.055914569,-0.580333761,1.495243862,-1.160484772,0.623253303,-0.801067352,-1.291942695,0.043390827,0.580543471,0.128270832
